name,province,lat,lng,population
Le Plateau-Mont-Royal,QC,45.52833,-73.58081,105813
Le Sud-Ouest,QC,45.47187,-73.58986,86347
Mercier–Hochelaga-Maisonneuve,QC,45.57194,-73.54626,142753
Montréal-Nord,QC,45.6016,-73.63063,86857
Pierrefonds-Roxboro,QC,45.5019,-73.8417,73194
Rivière-des-Prairies–Pointe-aux-Trembles,QC,45.64064,-73.58463,113868
Rosemont–La Petite-Patrie,QC,45.53661,-73.60686,146501
Villeray–Saint-Michel–Parc-Extension,QC,45.55869,-73.60535,144814
Le Vieux-Longueuil,QC,45.53721,-73.50773,135218
Queen's,ON,44.23022,-76.49559,1455
Punjabi Market,BC,49.23303,-123.10161,6510
Greektown,BC,49.26412,-123.1757,4836
Upper Lonsdale,BC,49.33801,-123.07173,551
Univercity,BC,49.27849,-122.90503,5000
Halifax South End,NS,44.62927,-63.57651,19922
Quinpool District,NS,44.64335,-63.59847,7228
Halifax West End,NS,44.6486,-63.61946,22664
Halifax North End,NS,44.66556,-63.60898,14893
Manor Park,NS,44.67164,-63.54898,7716
Downtown Dartmouth,NS,44.66684,-63.56595,6300
Brightwood,NS,44.67681,-63.57216,681
Montebello,NS,44.70133,-63.54253,1751
Portland Estates,NS,44.66426,-63.51774,3099
Colby Village,NS,44.66509,-63.48483,4934
Forest Hills,NS,44.68009,-63.48823,8822
Highfield Park,NS,44.68639,-63.58893,2678
Lancaster Ridge,NS,44.6892,-63.56888,1225
Oakmount,NS,44.73913,-63.65212,1075
Wellington,BC,49.21648,-124.04183,3935
Nantucket,NS,44.67472,-63.51431,1417
Portland Hills,NS,44.66402,-63.50475,3403
Russell Lake,NS,44.6633,-63.52761,2146
Membertou,NS,46.11518,-60.18932,7859
Downtown St. John's,NL,47.56075,-52.711,9431
Port de Grave,NL,47.58678,-53.21174,874
Mt Pleasant,BC,49.26239,-123.10019,32955
East Newton North,BC,49.14347,-122.81388,7336
East Newton South,BC,49.12938,-122.80904,7881
Aloha Estates,BC,49.13174,-122.68625,3098
Highway 11,BC,49.03576,-122.28365,5500
George's Brook-Milton,NL,48.2206,-53.96266,719
Downtown Moncton,NB,46.09231,-64.78535,7837
Central Moncton,NB,46.09696,-64.79623,8023
Downtown Dieppe,NB,46.09521,-64.74371,6690
Parkton,NB,46.08553,-64.79536,13745
North End,NB,45.27017,-66.08137,5389
Uptown Saint John,NB,45.2728,-66.05945,8221
McAllister,NB,45.30997,-66.01974,1697
Lancaster,NB,45.24311,-66.14009,3630
South End,NB,45.26715,-66.05461,2442
Glenridge Crescent,NL,47.57847,-52.7105,3328
Mount Cashel,NL,47.58882,-52.70962,6047
Evergreen Village,NL,47.53877,-52.83393,4573
Signal Hill,NL,47.5716,-52.68661,1551
Georgestown,NL,47.569,-52.71864,1732
Little Canada,NL,47.59552,-52.71685,3148
Spruce Meadows,NL,47.60266,-52.72408,2288
Cowan Heights,NL,47.53124,-52.77161,3985
Waterford Valley,NL,47.53101,-52.74537,4681
Kilbride,NL,47.50649,-52.75596,5901
Kenmount Terrace,NL,47.55015,-52.79075,3500
Glendale,NL,47.51438,-52.81712,1901
Southlands,NL,47.49313,-52.8238,5340
Bannerman,NL,47.57134,-52.70848,1672
Fairview Acres,NL,47.53959,-52.74356,4151
Mundy Pond,NL,47.5491,-52.74648,6448
Karwood Estates,NL,47.53097,-52.85462,4235
Donovans,NL,47.52184,-52.83635,5302
Pearlgate,NL,47.5019,-52.80324,6555
Campobello Island,NB,44.89486,-66.92528,949
Beechwood,ON,43.46041,-80.54989,8925
Beechwood West,ON,43.45823,-80.56614,6990
Central,ON,43.46475,-80.52185,12650
Clair Hills,ON,43.45625,-80.58172,6145
Columbia,ON,43.48468,-80.53349,13635
Columbia Hills,ON,43.46987,-80.60084,7125
Conservation,ON,43.48608,-80.58127,3095
Dearborn,ON,43.48744,-80.51821,1605
Eastbridge,ON,43.51273,-80.50816,6840
Lakeshore North-Conservation,ON,43.49656,-80.56116,5190
Laurelwood,ON,43.46866,-80.58005,5150
Lexington,ON,43.49736,-80.49121,7330
Lincoln,ON,43.49527,-80.50656,8765
Rural East-Country Squire,ON,43.52075,-80.49736,1510
Westvale,ON,43.44452,-80.55669,6730
Colonial Acres,ON,43.50107,-80.51774,8163
University Downs,ON,43.48488,-80.49465,4036
Auditorium,ON,43.4484,-80.46967,2310
Bridgeport East,ON,43.47817,-80.46715,2199
Bridgeport North,ON,43.49403,-80.47564,2591
Bridgeport West,ON,43.47843,-80.48432,1112
Brigadoon,ON,43.3915,-80.46289,3315
Cedar Hill,ON,43.44455,-80.48453,2633
Central Frederick,ON,43.45466,-80.47902,3808
Centre District,ON,43.45113,-80.49176,1656
Centreville Chicopee,ON,43.43556,-80.4281,10434
Cherry Hill,ON,43.44462,-80.5083,3027
City Commercial Core,ON,43.44865,-80.48678,2953
Country Hills East,ON,43.41801,-80.46677,2546
Country Hills West,ON,43.41111,-80.48653,6615
Doon South,ON,43.37818,-80.43091,11524
Eastwood,ON,43.44239,-80.46227,1768
Fairfield,ON,43.46419,-80.49622,3651
Grand River South,ON,43.45043,-80.40432,9649
Grand River North,ON,43.45947,-80.43193,4765
Highland West,ON,43.43152,-80.54429,13066
Huron Park,ON,43.40231,-80.47927,6579
Idlewood,ON,43.45004,-80.42768,5560
King East,ON,43.44436,-80.47321,2040
Lower Doon,ON,43.3928,-80.40746,1305
Mill Courtland Woodside Park,ON,43.43848,-80.48391,3639
Mount Hope Huron Park,ON,43.45942,-80.49644,5030
Northward,ON,43.4674,-80.47588,1003
Pioneer Park,ON,43.39269,-80.44095,9108
Southdale,ON,43.43363,-80.49117,5267
East Hespeler,ON,43.43458,-80.29559,7321
Silver Heights,ON,43.44012,-80.31471,8235
Alison,ON,43.36497,-80.29593,2697
Blair Road,ON,43.37112,-80.33448,9289
Christopher-Champlain,ON,43.34728,-80.30186,15372
Downtown Cambridge,ON,43.36215,-80.3128,3117
East Galt,ON,43.35739,-80.30456,3717
Fiddlesticks,ON,43.39484,-80.28741,17576
Greenway-Chaplin,ON,43.3842,-80.31139,14146
Lang's Farm,ON,43.39783,-80.33558,5347
Little's Corners,ON,43.34386,-80.27583,9413
Popcorn House,ON,43.41953,-80.29878,7889
Preston Centre,ON,43.39437,-80.35936,10441
Preston Heights,ON,43.39723,-80.37686,2869
Southwood,ON,43.34382,-80.33148,4751
La Cité-Limoilou,QC,46.82894,-71.22641,108415
Les Rivières,QC,46.81847,-71.272,77000
Shearwater,NS,44.62676,-63.51369,1550
Nutana Sector,SK,52.09998,-106.63709,72564
Core Neighbourhoods,SK,52.13041,-106.67231,36088
Holmwood,SK,52.1234,-106.53904,8495
Lakewood,SK,52.1085,-106.59027,51237
University Heights,SK,52.14432,-106.57867,51957
Blairmore,SK,52.13081,-106.74275,9253
Confederation,SK,52.13912,-106.70356,70192
Lawson,SK,52.16432,-106.63884,34620
Varsity View,SK,52.12173,-106.64034,3935
Brighton,SK,52.12736,-106.5605,3759
Briarwood,SK,52.1111,-106.55907,5297
Lakewood Urban Centre,SK,52.09964,-106.56646,2953
Rosewood,SK,52.09269,-106.5542,7575
Nutana Urban Centre,SK,52.10225,-106.60839,3019
Queen Elizabeth,SK,52.10454,-106.65678,2798
Stonebridge,SK,52.08454,-106.62266,16392
Arbor Creek,SK,52.13154,-106.57185,5226
Aspen Ridge,SK,52.17769,-106.55203,2321
Erindale,SK,52.14118,-106.56997,4393
Evergreen,SK,52.16686,-106.56717,10495
Silverspring,SK,52.15621,-106.59231,5195
University Heights Urban Centre,SK,52.15077,-106.57512,1943
Willowgrove,SK,52.14681,-106.55466,9003
U of S Lands South Management Area,SK,52.12713,-106.62043,1103
Blairmore Urban Centre,SK,52.12812,-106.75894,1742
Kensington,SK,52.13352,-106.75963,5545
Confederation Urban Centre,SK,52.13213,-106.72291,1145
Hampton Village,SK,52.15421,-106.71752,9288
City Park,SK,52.13825,-106.65447,4912
King George,SK,52.11782,-106.68577,2075
Lawson Heights Urban Centre,SK,52.17004,-106.6342,1573
Kelsey-Woodlawn,SK,52.1522,-106.66454,858
Downtown,SK,52.12636,-106.66369,3490
The Willows,SK,52.07734,-106.64971,845
Northeast Regina,SK,50.47678,-104.60686,7260
Arcola East,SK,50.43308,-104.53601,33725
Boothill,SK,50.43434,-104.57163,2915
Dewdney East,SK,50.45428,-104.54671,18715
Al Ritchie,SK,50.44248,-104.58496,7890
Cathedral,SK,50.44512,-104.63124,7250
Centre Square,SK,50.44264,-104.60814,3565
Gladmer Park,SK,50.43621,-104.60158,2005
Heritage,SK,50.44822,-104.60079,4825
North Central,SK,50.45715,-104.62776,9085
Harbour Landing,SK,50.40742,-104.6523,14375
McNab,SK,50.45044,-104.66111,1280
Prairie View,SK,50.47671,-104.68614,8465
Rosemont-Mount Royal,SK,50.46288,-104.66477,8760
Twin Lakes,SK,50.50068,-104.67527,7280
Walsh Acres-Lakeridge-Garden Ridge,SK,50.49703,-104.65663,13055
Academy Heights,ON,48.4221,-89.24445,2921
College Heights,ON,48.44072,-89.23475,5476
College Park,ON,48.39442,-89.29047,4072
County Park,ON,48.45835,-89.24668,3367
Current River,ON,48.46948,-89.18734,4744
Dawson Heights,ON,48.46294,-89.26355,949
East End,ON,48.3956,-89.22692,1446
Intercity,ON,48.40893,-89.25479,1486
Northwood,ON,48.3891,-89.27522,14017
Parkdale,ON,48.3859,-89.30696,1404
Shuniah,ON,48.46318,-89.20744,10118
Vickers Park,ON,48.37501,-89.26126,4317
West End,ON,48.43653,-89.24808,4142
Westfort,ON,48.36509,-89.28902,8256
Davie Village,BC,49.28045,-123.13116,13768
Olympic Village,BC,49.26997,-123.11185,9423
Sunset Acres,NS,44.69384,-63.48712,2750
Keystone Village,NS,44.70504,-63.53696,1233
Willowdale,NS,44.65075,-63.47783,5543
Lake Loon,NS,44.70627,-63.49898,782
Harbourview,NS,44.67717,-63.58543,6656
Williams Lake,NS,44.61776,-63.60896,6268
Arcadia,NB,45.8081,-66.06383,3700
Haut-Madawaska,NB,47.26057,-68.63689,3720
Vallée-des-Rivières,NB,47.21512,-67.96074,4250
Heron Bay,NB,48.02185,-66.39597,5536
Belle-Baie,NB,47.76532,-65.74496,14335
Bois-Joli,NB,47.99101,-66.5116,3900
Rivière-du-Nord,NB,47.72309,-65.1839,3530
Île-de-Lamèque,NB,47.84661,-64.59607,5627
Hautes-Terres,NB,47.62877,-65.09284,6140
Alnwick,NB,47.21568,-65.18062,3575
Miramichi River Valley,NB,46.61496,-65.90167,1996
Upper Miramichi,NB,46.46603,-66.41116,2175
Nouvelle-Arcadie,NB,46.69807,-65.36133,3060
Beaurivage,NB,46.68206,-64.96023,6160
Five Rivers,NB,46.55684,-64.90456,3400
Grand-Bouctouche,NB,46.48888,-64.71034,2513
Champdoré,NB,46.38601,-64.78239,5115
Beausoleil,NB,46.29835,-64.60329,8620
Maple Hills,NB,46.21332,-64.86945,9547
Cap-Acadie,NB,46.20142,-64.32416,9165
Beaubassin East,NB,46.20917,-64.418,6718
Strait Shores,NB,46.08969,-64.07635,2077
Tantramar,NB,45.93365,-64.39984,14545
Fundy Albert,NB,45.80271,-64.65977,6100
Three Rivers,NB,45.91178,-65.15228,3990
Butternut Valley,NB,45.83331,-65.5347,5435
Valley Waters,NB,45.67299,-65.83704,4549
Fundy-St. Martins,NB,45.40777,-65.43908,5225
Fundy Shores,NB,45.16663,-66.39178,2050
Eastern Charlotte,NB,45.10301,-66.79484,7325
Sunbury-York South,NB,45.83776,-66.60984,7455
Grand Lake,NB,46.11258,-65.95682,5725
Central York,NB,46.0051,-66.90803,6930
Lakeland Ridges,NB,45.97149,-67.48985,2450
Nackawic-Millville,NB,46.07831,-67.23335,3765
Centreville,NB,46.42989,-67.71103,508
Carleton North,NB,46.49895,-67.55754,9170
Southern Victoria,NB,46.77378,-67.72136,2550
Tobique Valley,NB,46.93494,-67.39112,2740
Downtown Charlottetown,PE,46.23253,-63.12734,5517
Stonepark,PE,46.26856,-63.1206,1726
Mt. Edward,PE,46.25987,-63.12752,2302
Sunset Acres,NB,45.9785,-66.67939,2240
Downtown Fredericton,NB,45.96201,-66.64047,5193
Queen Square,NB,45.95566,-66.63922,1016
Town Plat,NB,45.96122,-66.6499,6104
Rabbit Town,NB,45.95519,-66.65065,1694
College Hill,NB,45.94711,-66.64471,1421
Baker-Brook,NB,47.3038,-68.5106,555
Black River-Hardwicke,NB,47.02116,-65.20756,1067
Cap-de-Richibucto,NB,46.59458,-64.77935,1067
Dennis-Weston,NB,45.24165,-67.28451,970
Waterloo Row,NB,45.95118,-66.63492,721
Sunshine Gardens,NB,45.962,-66.66421,828
North Hanwell,NB,45.95849,-66.68191,2897
Brookside West,NB,45.99957,-66.65096,1425
Heron Springs,NB,46.00941,-66.64153,626
Skyline Acres,NB,45.93414,-66.6375,3321
Southwood Park,NB,45.92478,-66.62633,2691
Lincoln Heights,NB,45.90832,-66.59215,2189
Uptown Fredericton,NB,45.94259,-66.67021,4066
Fredericton Northside,NB,45.97594,-66.64117,28167
Virginia Park,NL,47.59846,-52.6917,1667
Bally Haly,NL,47.58741,-52.70236,1400
Pleasantville,NL,47.58799,-52.68295,1630
Quidi Vidi,NL,47.58039,-52.6825,1600
Sesame Park,NL,47.51872,-52.76236,2867
Clovelly Trails,NL,47.61604,-52.7103,2000
Bell's Turn,NL,47.59307,-52.72956,1045
Colville Street,NL,47.53847,-52.74016,910
Buckmaster's Circle,NL,47.5596,-52.72449,600
King William Estates,NL,47.6116,-52.69615,3400
Clayton Park West,NS,44.65759,-63.66887,16550
Paper Mill Lake,NS,44.7097,-63.67966,1970
Spring Garden,NS,44.64155,-63.58249,4469
Stoneridge,NS,44.63441,-63.6329,2400
Schmidtville,NS,44.63988,-63.57822,2940
Agassiz,MB,49.81705,-97.14595,605
Bridgwater Centre,MB,49.7945,-97.19784,1165
Bridgwater Forest,MB,49.80481,-97.18287,5295
Bridgwater Lakes,MB,49.79695,-97.20802,3795
Bridgwater Trails,MB,49.78762,-97.20384,4075
Fairfield Park,MB,49.79832,-97.16557,3325
Fort Richmond,MB,49.79187,-97.1444,12290
Montcalm,MB,49.81192,-97.15329,5520
Parc La Salle,MB,49.76539,-97.15983,2360
Prairie Pointe,MB,49.77826,-97.19629,2265
Richmond Lakes,MB,49.76999,-97.16611,1580
Richmond West,MB,49.78319,-97.1659,8190
South Pointe,MB,49.77918,-97.17979,7535
St. Norbert,MB,49.76575,-97.14628,1735
Waverley Heights,MB,49.80816,-97.16758,5150
Fort Garry South,MB,49.79225,-97.16359,65420
St. James-Assiniboia East,MB,49.88986,-97.22653,27755
Birchwood,MB,49.87421,-97.25688,1890
Booth,MB,49.88505,-97.26952,5660
Bruce Park,MB,49.87686,-97.21667,2105
Deer Lodge,MB,49.88175,-97.23048,3865
Jameswood,MB,49.88727,-97.24705,1320
King Edward,MB,49.88461,-97.21331,6190
Silver Heights,MB,49.88103,-97.25144,5405
Woodhaven,MB,49.87444,-97.27241,1035
"United Townships of Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",ON,45.2,-78.41667,7182
Centre City,AB,51.04512,-114.07431,41000
Inner Harbour,ON,44.2379,-76.48351,7600
Sunnyside,ON,44.23263,-76.50809,5665
Alwington,ON,44.22258,-76.50541,1020
Williamsville,ON,44.23839,-76.49897,2695
Markers Acres,ON,44.26967,-76.48499,2820
CFB Kingston,ON,44.24379,-76.4472,1625
Cataraqui River East,ON,44.2536,-76.45769,3255
Greenwood/St. Lawrence South,ON,44.26686,-76.44495,6545
Elginburg/Silvers Corners/Shannons Corners,ON,44.31976,-76.51065,2545
Sharpton/Glenvale,ON,44.32801,-76.6247,2005
Lemoine Point,ON,44.23154,-76.59932,1330
Mile Square,ON,44.23709,-76.62243,1875
Woodbine,ON,44.2574,-76.62981,705
Cataraqui Westbrook,ON,44.26696,-76.59806,9795
Gardiners/Meadowbrook,ON,44.2459,-76.56203,7125
Waterloo Village,ON,44.25448,-76.5516,2180
Cataraqui North,ON,44.26453,-76.55442,5635
Bayridge West,ON,44.24734,-76.60037,2905
Westwoods,ON,44.25668,-76.59843,4730
Sutton Mills,ON,44.25396,-76.57876,4600
